,pp,pr,pf,tp,tr,tf,tdr,data
0,0.8715784605601642,0.1622989025420764,0.273642179772222,0.552923481857492,0.11043698434666924,0.1841026260133156,0.6343932381051817,g0
1,0.854461891995404,0.2477433888034012,0.38411589640160365,0.6668342905539528,0.19972255251684504,0.3073816742205657,0.7804143131494267,g1
2,0.7871758078231292,0.2226606835486805,0.3471316494114477,0.6301269592872106,0.1873925673494817,0.2888765462098333,0.8004907582586609,g2
3,0.9031908029796469,0.2518893541843879,0.39391923868970724,0.6477085715879612,0.18954835233905,0.29327220601422094,0.7171337102317207,g3
4,0.8546826145218125,0.13235621892076765,0.22921602555570345,0.6357388316151202,0.10333218562301542,0.1777698798194,0.7438303070793251,g4
5,0.8276839159848405,0.19764697921864824,0.31909547738693467,0.631559065934066,0.15542916060985093,0.24946420335856329,0.7630437824596236,g5
6,0.8497955823108329,0.2024325878696603,0.32452007786960313,0.6274818668059671,0.1576436337974854,0.25014452260598313,0.7398843515473231,mean
7,0.036012411864066396,0.04368929789540713,0.058566255172070376,0.03561011827680459,0.03842015651531358,0.052019775265248286,0.05402732460324157,std dev
